,id,cur_depth_id,cur_hand_weight,cur_hand_id,label,data_dir,now_timegap,mfcc00,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15
77,77,57,43.5,39,0,10_11_20:20:38,1.9,-336.60876,116.5159,-2.9737117,6.1865425,4.451568,-2.9876714,-0.59176314,5.349591,-2.563609,1.140356,-3.0732088,4.475281,1.2507315,1.7804976,-8.043749,7.3850117
78,78,60,43.5,41,0,10_11_20:20:38,2.0,-334.21088,117.48291,-2.6559315,8.788965,9.501406,0.3728029,3.660453,4.95273,-5.96419,0.21460712,-4.7541046,2.0609326,-6.242628,-0.39891708,-5.560112,2.9857233
79,79,64,58.4,43,0,10_11_20:20:38,2.1,-334.02435,119.698364,0.9326459,12.80328,11.025108,2.704455,0.05945015,8.899047,-4.0947733,0.6384961,2.9269373,5.2643013,-5.833791,2.186459,-5.0505705,2.2554724
80,80,66,31.8,45,0,10_11_20:20:38,2.2,-336.5698,120.3422,1.6463379,13.138372,5.642536,3.0348864,3.9943829,10.411518,0.4661949,2.4833267,-1.2778869,2.7669444,-4.9366407,3.2472267,-4.1850076,2.8068647
81,81,69,25.8,47,0,10_11_20:20:38,2.3,-335.98135,120.69699,5.4482574,17.095934,7.341173,-2.3679967,-2.2981648,5.4764705,-3.687765,0.05933763,-3.4619505,6.526326,-7.493733,1.8855578,-5.241143,-1.5279267
82,82,72,20.8,49,0,10_11_20:20:38,2.4,-336.56204,116.15611,0.11390978,10.958846,5.4784207,0.49126893,2.0411754,9.567471,-0.8087098,3.760042,4.5122766,0.77317035,-2.4326165,1.8477521,-5.5651054,1.0475826
83,83,75,29.7,51,0,10_11_20:20:38,2.5,-335.29288,112.35393,-2.729261,15.428568,12.382128,6.9906206,1.8988433,4.049974,-4.645158,3.3309836,2.2261183,0.70977557,-3.110299,5.200804,-2.7054236,5.941645
84,84,78,41.2,53,0,10_11_20:20:38,2.6,-337.48328,118.968155,2.9351165,13.682838,7.8822436,2.494423,3.525835,9.425518,-6.003928,0.70180076,-5.228255,-0.6410403,-5.294994,5.539001,-5.1753154,0.5917133
85,85,81,30.9,55,0,10_11_20:20:38,2.7,-336.1105,116.22387,-5.194346,10.761968,9.149294,3.7183852,1.0757813,3.5010328,-2.3931837,-0.14369854,-3.2550764,3.5673447,-1.5537736,-0.06943257,-5.7172737,0.04321391
86,86,84,20.8,57,0,10_11_20:20:38,2.8,-339.86273,115.170006,3.564695,19.235806,10.136016,1.8483707,3.979949,5.9615183,-4.704963,-0.44204593,-3.2854505,1.1366479,-5.1439114,6.546734,-3.371496,0.5404623
87,87,87,35.3,59,0,10_11_20:20:38,2.9,-335.1951,117.86145,0.166705,10.507873,7.065259,-1.2102517,-0.65531516,0.93310565,-5.182558,1.3390667,-0.3134923,2.0676951,-5.0777607,2.3755522,-1.7024164,2.7348394
88,88,90,38.0,61,0,10_11_20:20:38,3.0,-338.13507,114.92697,2.8859649,13.743676,4.8290405,-0.36545154,1.1023741,10.374235,-4.6943808,-1.4065655,-0.6582435,-1.6331637,-9.312321,-0.49593246,-5.9952793,3.159165
89,89,93,36.0,63,0,10_11_20:20:38,3.1,-330.27487,121.594574,0.96052384,11.79501,4.352873,-2.398518,1.9395603,7.240367,-7.4842753,-4.34259,-3.472555,2.8847122,-6.3045163,3.6120565,-4.756227,-0.34683812
90,90,96,26.2,65,0,10_11_20:20:38,3.2,-336.67685,120.60204,2.896221,9.446449,4.64674,2.4481943,1.223243,6.4525633,-4.272956,-0.8490732,-3.69108,3.5797563,-1.617253,8.05426,-0.18079582,4.6612635
91,91,99,27.5,67,0,10_11_20:20:38,3.3,-338.56387,115.347374,-0.5378796,13.022735,10.493353,2.5185165,-3.0120358,5.294893,-5.52813,-0.15059066,0.05759543,2.4654393,0.2009715,10.234455,0.015511692,4.55116
92,92,102,64.4,69,0,10_11_20:20:38,3.4,-335.69904,118.14282,-1.448704,14.978157,12.311951,6.0782843,6.373022,3.9125001,-3.3583183,1.018559,1.2195857,1.0551717,-6.9130764,0.2830307,-8.33634,2.5287342
93,93,105,27.2,71,0,10_11_20:20:38,3.5,-335.13223,119.96866,2.8117347,13.018687,1.6394687,-1.8319849,-2.2966633,0.57208884,-8.481693,-2.7934773,0.97256684,6.6990314,-7.9764147,3.3918521,-5.099627,2.800128
94,94,108,32.6,73,0,10_11_20:20:38,3.6,-335.57724,117.02339,-2.2855146,9.502378,7.70182,4.778318,1.2007908,4.2984076,-3.6926937,4.326749,-0.99354815,0.9802799,-3.8430243,-2.255015,-4.460649,5.8855495
95,95,111,44.5,75,0,10_11_20:20:38,3.7,-332.4823,120.82729,2.9620621,12.836492,7.507921,-0.7662196,0.59573865,3.44502,-6.5675282,-0.5079965,-3.7350516,0.3181625,-7.961602,0.9174659,-0.6319762,7.9424477
96,96,114,49.2,77,0,10_11_20:20:38,3.8,-333.60916,119.75424,3.1652842,9.496037,4.6119404,-1.3994377,-1.2879366,4.920496,-0.08561729,0.98007405,-1.4642544,1.3271741,-5.0576496,1.2180288,-6.891236,3.7495608
97,97,117,33.4,79,0,10_11_20:20:38,3.9,-334.1873,120.4354,-5.0534277,13.228453,9.831382,0.0050709248,1.6543195,9.322516,-0.7821858,0.56492263,-3.8754582,-0.9545136,-4.2668476,4.393324,-10.264742,-2.268107
98,98,120,60.8,81,0,10_11_20:20:38,4.0,-333.92725,117.82535,2.6991618,13.975914,6.946233,-4.20669,-1.2969444,4.123917,-7.8876696,-2.760871,-5.075859,0.03178686,-9.258824,4.4789753,-7.106857,-0.0012558699
99,99,123,64.8,83,0,10_11_20:20:38,4.1,-338.18335,114.4809,2.1143088,10.1819935,5.082675,-0.34317914,2.4910245,6.015836,-9.408646,-1.218,1.0854855,4.2721715,-5.23094,-0.6289945,-5.915092,1.448379
100,100,126,51.8,85,0,10_11_20:20:38,4.2,-331.96985,119.59512,0.31371152,10.3873005,7.565135,0.8710184,3.2437215,3.9156141,-3.6341152,1.1951674,-3.1746469,1.4036902,-1.9462692,3.0580525,-5.6383095,2.514731
101,101,129,37.3,87,0,10_11_20:20:38,4.3,-337.66504,118.719025,2.3873158,16.43324,7.34723,-2.0927763,-1.4651499,4.4960394,-3.065853,1.7327259,-1.4150873,4.8924294,-0.11873138,3.7084017,-0.3558941,4.2380366
